IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g0.jpg;(1641,1659);547;27589.5;617.853;28194.5;615.324;81.0987;228.116;167.645;0.73491;7;0.908204;1.04932;0.995907;0.978542;6.07625;72.9058;35.985;0.711818;281.329;0.81457;0.975285;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g1.jpg;(1013,1601);623;35486;689.956;35970;688.772;93.4077;239.075;188.351;0.787833;7;0.93675;1.03321;0.998283;0.986544;4.98631;54.94;30.0767;0.728987;204.217;0.874539;0.980021;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g2.jpg;(1366,1596);744;44499.5;811.768;45457;810.744;98.8433;311.231;207.717;0.667404;7;0.848597;1.08555;0.99874;0.978936;5.5112;72.8399;42.4666;0.582576;191.711;0.784946;0.959452;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g3.jpg;(807,1571);661;34875.5;699.92;35530;700.433;78.9177;253.476;162.371;0.64058;7;0.89461;1.05726;1.00073;0.981579;5.54491;50.6103;19.8642;0.798932;324.309;0.968796;0.986019;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g4.jpg;(1955,1565);679;40993;731.459;41416.5;732.586;105.385;252.8;212.542;0.840751;7;0.962808;1.01913;1.00154;0.989775;5.59987;43.0985;11.7399;0.757578;337.728;0.914326;0.985182;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g5.jpg;(400,1553);670;39081;763.894;40344;762.904;83.1685;281.221;173.998;0.618726;7;0.841606;1.09005;0.998703;0.968694;5.88502;77.0642;42.4308;0.717829;240.617;0.803898;0.976894;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g6.jpg;(1289,1352);645;33787;697.938;34496.5;697.679;84.7172;252.834;181.082;0.716208;6;0.871617;1.07112;0.999628;0.979433;5.45379;62.5013;32.7574;0.702675;214.179;0.851595;0.964628;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g7.jpg;(1594,1350);558;27073.5;604.506;27303.5;604.622;75.0067;221.326;150;0.677735;7;0.931008;1.03639;1.00019;0.991576;5.59954;51.2307;19.8759;0.807417;310.612;0.961845;0.991336;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g8.jpg;(418,1344);596;27941;672.286;29160.5;669.802;62.1289;267.367;126.477;0.473046;6;0.776862;1.13456;0.996306;0.95818;5.37527;71.4089;42.5154;0.789351;141.567;0.828503;0.991164;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g9.jpg;(1773,1334);735;42267.5;806.27;43800;798.455;96.2081;291.83;200.449;0.686867;6;0.817063;1.1063;0.990308;0.965011;5.70363;121.225;88.6931;0.624307;127.494;0.768331;0.939076;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g10.jpg;(1103,1329);669;40098.5;729.323;40575;730.006;96.1353;261.92;195.787;0.747507;7;0.947322;1.02743;1.00094;0.988256;5.74458;43.1137;10.1135;0.829014;354.659;0.837686;0.990719;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g11.jpg;(750,1281);679;40922.5;741.037;41275;742.626;102.303;275.409;204.431;0.742284;7;0.936465;1.03337;1.00214;0.99146;5.54481;46.916;16.1711;0.739544;228.042;0.878733;0.985096;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g12.jpg;(575,1130);561;28732;614.46;29043;615.986;87.3155;207.625;182.584;0.879395;6;0.956287;1.0226;1.00248;0.989292;5.59172;34.081;2.81374;0.860624;487.5;0.902726;0.984232;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g13.jpg;(1270,1129);651;36746;702.872;37110;702.68;89.1964;251.034;178.311;0.710305;7;0.93469;1.03435;0.999728;0.990191;5.86688;55.1831;20.7629;0.751963;257.055;0.930536;0.98804;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g14.jpg;(1617,1117);530;26773.5;586.894;27028;588.258;85.3288;204.287;172.227;0.843064;7;0.976778;1.01182;1.00232;0.990584;5.69078;37.22;4.83494;0.837588;392.287;0.930985;0.994264;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g15.jpg;(1807,1104);734;45840.5;797.659;46236.5;799.514;98;302.035;195;0.645621;7;0.905367;1.05096;1.00233;0.991435;5.61129;50.1196;18.633;0.775292;229.591;0.925308;0.988874;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g16.jpg;(988,1058);619;36709;701.462;37043;702.643;90.6035;255.204;181.935;0.712902;8;0.937507;1.03279;1.00168;0.990983;5.94639;44.6936;9.3341;0.859195;391.255;0.933141;0.994861;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g17.jpg;(729,999);574;30550.5;649.247;30897.5;649.361;80.2122;245.416;161.22;0.656927;7;0.910768;1.04784;1.00018;0.988769;6.15094;50.8476;13.0135;0.806511;340.428;0.896429;0.990249;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g18.jpg;(412,980);543;25027.5;587.893;25296.5;589.724;71.3863;216.231;143.25;0.662483;6;0.909978;1.0483;1.00312;0.989366;5.36382;47.6456;18.8751;0.734003;242.566;0.854334;0.986367;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g19.jpg;(1651,879);687;36664.5;741.079;37868.5;739.473;79.8499;280.865;174.943;0.622873;7;0.838931;1.09178;0.997832;0.968206;5.17862;70.6651;43.847;0.677365;217.345;0.870993;0.965453;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g20.jpg;(1875,867);634;38789;703.652;39088.5;705.06;103.31;241.307;207.06;0.858077;7;0.984469;1.00786;1.002;0.992338;5.88581;38.2611;3.61834;0.835654;446.414;0.918786;0.997054;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g21.jpg;(1022,843);608;33550.5;668.818;33855;670.612;87.8237;245.862;177.032;0.720046;7;0.942526;1.03004;1.00268;0.991006;5.71984;43.2162;10.4996;0.738756;365.173;0.814416;0.992194;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g22.jpg;(1287,835);677;35442;757.859;37560;749.733;85.4283;293.205;178.035;0.607204;8;0.775446;1.1356;0.989278;0.94361;5.74438;94.2389;61.2409;0.683525;141.181;0.657771;0.945745;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g23.jpg;(783,819);582;29105.5;638.305;29542.5;639.4;77.6466;244.174;156.039;0.63905;7;0.897693;1.05545;1.00172;0.985208;5.39502;52.2089;23.1027;0.724553;240.456;0.831564;0.980643;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g24.jpg;(474,723);523;25895.5;575.67;26121;577.287;84.119;199.06;168;0.843965;7;0.981943;1.00915;1.00281;0.991367;5.89641;37.2293;2.46158;0.872745;564.009;0.928015;0.996979;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g25.jpg;(1901,647);606;31177;652.454;32089;648.144;89.4707;218.16;192.997;0.884658;7;0.920331;1.04238;0.993394;0.971579;5.13587;70.0386;43.6614;0.655621;262.646;0.878773;0.960875;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g26.jpg;(1375,633);553;25806.5;592.963;26111.5;594.807;71.4493;218.358;143.082;0.655266;7;0.922325;1.04126;1.00311;0.988319;5.38141;43.0371;14.0775;0.787178;317.617;0.910444;0.991915;
IMG_0222.jpg;IMG_0222-B.jpg;IMG_0222-R.jpg;1778;IMG_0222-g27.jpg;(1596,605);561;30528;630.718;30824.5;631.675;88.0909;222.874;177.47;0.796277;7;0.964358;1.01831;1.00152;0.990381;5.5662;39.74;8.75738;0.80108;383.846;0.947628;0.9936;
